AppID,Category_1,Category_2
1426970,Single-player,
1348680,Single-player,Multi-player
1341170,Single-player,Steam Achievements
1871350,Single-player,
2011140,Single-player,
886630,Single-player,Multi-player
306930,Multi-player,MMO
1636420,Single-player,Steam Achievements
1827600,Single-player,Steam Achievements
957080,Single-player,
686240,Single-player,Steam Achievements
1047850,Single-player,Steam Achievements
366320,Single-player,Steam Achievements
737640,Single-player,Multi-player
1005490,Single-player,
1890580,Others,
449780,Single-player,
880330,Single-player,Steam Achievements
553420,Single-player,Steam Achievements
986310,Single-player,Steam Achievements
1116700,Single-player,
1006440,Single-player,
658060,Single-player,Steam Achievements
261530,Single-player,Steam Achievements
1726850,Single-player,
1043040,Single-player,Steam Achievements
1510620,Single-player,Steam Achievements
1855070,Single-player,
8140,Single-player,
1399910,Single-player,
1107940,Single-player,
1239980,Single-player,Steam Achievements
1566910,Single-player,Steam Achievements
1092140,Single-player,Steam Achievements
1584640,Others,
552800,Single-player,Steam Achievements
812650,Single-player,Steam Achievements
1862230,Single-player,Multi-player
1205240,Single-player,Steam Achievements
1519230,Single-player,
301740,Single-player,
1216490,Single-player,Steam Achievements
983360,Others,
457860,Single-player,Captions available
1565130,Single-player,
1193900,Single-player,
1569700,Single-player,Multi-player
1166430,Single-player,
3700,Single-player,Steam Trading Cards
1461680,Single-player,
1947670,Single-player,
440630,Single-player,Steam Achievements
204580,Single-player,Multi-player
542660,Single-player,Steam Achievements
541410,Single-player,Partial Controller Support
1526930,Single-player,Steam Achievements
440020,Single-player,Shared/Split Screen
577290,Single-player,Steam Achievements
1594370,Single-player,Steam Achievements
1366810,Single-player,Partial Controller Support
553040,Single-player,Partial Controller Support
631280,Single-player,
1177850,Single-player,Steam Cloud
866720,Single-player,
1993830,Single-player,Steam Achievements
13630,Others,
886650,Steam Cloud,Stats
1666870,Others,
400450,Single-player,Multi-player
262190,Single-player,Steam Achievements
18450,Single-player,
723610,Single-player,Steam Achievements
510070,Single-player,Partial Controller Support
1028930,Single-player,Full controller support
1122150,Single-player,Steam Achievements
1578950,Single-player,Steam Achievements
654630,Single-player,
1828940,Single-player,Steam Achievements
872810,Single-player,
485870,Single-player,Steam Achievements
1859680,Single-player,
1066660,Single-player,Partial Controller Support
214550,Single-player,Steam Achievements
973640,Single-player,
606860,Single-player,Steam Achievements
1555500,Single-player,
1011990,Single-player,
1536730,Single-player,Steam Achievements
1917370,Single-player,Steam Achievements
317330,Single-player,Multi-player
1510740,Single-player,
780290,Single-player,Multi-player
560600,Single-player,Steam Achievements
1383030,Single-player,
1024010,Single-player,Multi-player
1362190,Single-player,Steam Achievements
686640,Single-player,Steam Achievements
1518240,Single-player,Steam Achievements
1600170,Single-player,
340140,Single-player,Multi-player
1526920,Single-player,Partial Controller Support
1095550,Single-player,Partial Controller Support
1893290,Others,
395100,Single-player,Steam Achievements
373720,Multi-player,MMO
33570,Single-player,
1035510,Single-player,Multi-player
259890,Single-player,Steam Cloud
393540,Single-player,Partial Controller Support
1191650,Single-player,
1012070,Single-player,
1926220,Single-player,Multi-player
218660,Single-player,Partial Controller Support
939830,Single-player,Partial Controller Support
1480140,Others,
1715380,Multi-player,MMO
1133450,Single-player,Steam Achievements
1920660,Single-player,
849620,Single-player,Steam Achievements
1464420,Single-player,
1035010,Single-player,Steam Achievements
420850,Single-player,Steam Achievements
792930,Single-player,Multi-player
1860570,Multi-player,Co-op
1160480,Single-player,
1040820,Single-player,Multi-player
749580,Single-player,Captions available
923010,Single-player,
659760,Single-player,
714910,Single-player,
1598730,Single-player,Multi-player
449090,Single-player,Steam Achievements
1467230,Single-player,Full controller support
1648350,Others,
379260,Single-player,
301520,Multi-player,MMO
1769260,Single-player,Multi-player
1248460,Single-player,Steam Achievements
1214710,Single-player,
984520,Single-player,
1492040,Single-player,
286940,Single-player,Multi-player
1227930,Single-player,
1640540,Single-player,Full controller support
611160,Single-player,Multi-player
1885670,Single-player,Steam Achievements
1061620,Single-player,
1587630,Single-player,Multi-player
791330,Single-player,Steam Achievements
534440,Single-player,Multi-player
1463570,Single-player,Steam Achievements
1517230,Single-player,Steam Achievements
719930,Single-player,Steam Achievements
433550,Single-player,Steam Achievements
1652090,Single-player,Multi-player
464880,Single-player,
998790,Single-player,Steam Achievements
1308780,Single-player,Partial Controller Support
1095080,Single-player,Steam Achievements
583270,Single-player,Steam Achievements
1234620,Single-player,Multi-player
1258980,Single-player,Multi-player
644660,Single-player,
1876560,Single-player,Steam Achievements
236510,Single-player,Multi-player
362790,Single-player,
597920,Single-player,Multi-player
644370,Single-player,Full controller support
1896840,Single-player,
335890,Single-player,Multi-player
725550,Single-player,Multi-player
32410,Single-player,Steam Achievements
767110,Single-player,
1441670,Single-player,Steam Achievements
1835040,Single-player,Steam Achievements
1860040,Single-player,
955050,Single-player,Steam Achievements
1816890,Single-player,Steam Achievements
673970,Single-player,
1524380,Single-player,Steam Achievements
1634450,Single-player,Steam Cloud
1237110,Single-player,
1910890,Single-player,
607820,Single-player,Steam Achievements
697530,Single-player,
1043380,Single-player,
699160,Single-player,
1418670,Single-player,
1199800,Single-player,Steam Achievements
817760,Single-player,Steam Achievements
1814480,Multi-player,PvP
957490,Single-player,Steam Achievements
1681670,Single-player,Steam Achievements
965010,Single-player,Steam Trading Cards
696200,Single-player,Partial Controller Support
822450,Single-player,Steam Achievements
365900,Single-player,Steam Achievements
636010,Single-player,
1328050,Single-player,Steam Achievements
1148360,Single-player,
1796610,Single-player,
1185410,Single-player,Multi-player
853210,Single-player,Steam Achievements
1885460,Single-player,
491670,Single-player,Steam Achievements
1015730,Single-player,
1513670,Single-player,Steam Achievements
797070,Single-player,
673210,Single-player,Full controller support
1261090,Single-player,Steam Achievements
1045300,Single-player,Partial Controller Support
1339290,Single-player,
1548020,Single-player,
1882240,Single-player,
1289470,Single-player,
412830,Single-player,Steam Achievements
1845760,Single-player,
1448120,Single-player,
571870,Single-player,Steam Trading Cards
1240050,Single-player,
1607310,Single-player,Steam Achievements
1409810,Single-player,
961860,Single-player,
1066810,Single-player,Multi-player
1144910,Single-player,Steam Achievements
448810,Single-player,Steam Achievements
977410,Single-player,Steam Achievements
1286640,Single-player,Steam Achievements
952290,Single-player,Full controller support
1047140,Single-player,
1691200,Others,
996230,Single-player,Full controller support
645930,Single-player,Multi-player
1449470,Single-player,Full controller support
463290,Single-player,Partial Controller Support
651970,Single-player,Multi-player
370240,Single-player,Multi-player
1957560,Single-player,Steam Achievements
464780,Single-player,
659910,Single-player,
1390120,Single-player,
1253880,Single-player,
1249420,Single-player,Steam Workshop
456150,Others,
1627710,Single-player,Partial Controller Support
340350,Single-player,Multi-player
1859130,Single-player,
627620,Single-player,Steam Achievements
582160,Single-player,Steam Achievements
1306580,Single-player,Steam Achievements
1844720,Single-player,Steam Achievements
1383880,Single-player,
283270,Single-player,Multi-player
778050,Single-player,Steam Achievements
342240,Single-player,Multi-player
1445980,Single-player,Steam Achievements
637860,Single-player,
780820,Others,
42210,Single-player,
1234840,Single-player,Multi-player
680070,Single-player,
2023250,Single-player,
449250,Single-player,Steam Achievements
306130,Multi-player,MMO
592570,Single-player,Steam Achievements
745510,Single-player,Steam Achievements
1813940,Single-player,Steam Achievements
206040,Single-player,
52003,Single-player,Steam Achievements
1728170,Single-player,
338820,Single-player,Multi-player
1450530,Single-player,
1000600,Single-player,
564810,Single-player,Steam Achievements
1685510,Multi-player,PvP
1786770,Single-player,
679110,Single-player,Steam Achievements
1313120,Single-player,Multi-player
1193210,Single-player,Steam Achievements
777430,Single-player,Full controller support
725270,Single-player,Steam Achievements
906310,Single-player,Multi-player
469720,Single-player,Steam Achievements
1467340,Single-player,Full controller support
1131530,Single-player,
1956740,Multi-player,PvP
717850,Single-player,Steam Achievements
817980,Single-player,Steam Achievements
1284480,Single-player,Steam Achievements
1122870,Single-player,
1021820,Single-player,Steam Achievements
847570,Single-player,Multi-player
534550,Single-player,Multi-player
986490,Single-player,Multi-player
963940,Single-player,
1526690,Single-player,
105420,Single-player,Multi-player
397200,Single-player,Steam Achievements
1698570,Single-player,Steam Achievements
1339140,Single-player,
998930,Single-player,Steam Achievements
968730,Single-player,
1238860,Single-player,Multi-player
363270,Single-player,Steam Achievements
1547890,Single-player,Steam Achievements
851730,Single-player,Steam Achievements
1112370,Single-player,Steam Achievements
675210,Multi-player,PvP
1677140,Single-player,Steam Achievements
1812340,Single-player,Captions available
1195910,Single-player,Steam Achievements
586130,Single-player,Steam Trading Cards
756880,Single-player,Steam Achievements
1880030,Single-player,Full controller support
796440,Single-player,Stats
846250,Single-player,
328440,Single-player,
229890,Single-player,Multi-player
1611070,Single-player,Multi-player
593410,Single-player,Steam Achievements
1890170,Single-player,Steam Leaderboards
1159960,Multi-player,PvP
1873570,Single-player,Steam Achievements
904340,Single-player,
1764230,Multi-player,PvP
713050,Single-player,Steam Achievements
1710250,Single-player,
755630,Single-player,
1131460,Single-player,
1846000,Single-player,
1212740,Single-player,Multi-player
1861870,Single-player,Steam Achievements
304540,Single-player,Multi-player
1007180,Single-player,Multi-player
1046930,Single-player,Multi-player
657300,Multi-player,PvP
1943710,Single-player,Steam Achievements
1230430,Single-player,
1192060,Single-player,
1896140,Single-player,Steam Achievements
1004610,Single-player,Steam Achievements
1800030,Single-player,Steam Achievements
461820,Single-player,Full controller support
810800,Single-player,Steam Achievements
1519890,Single-player,
1693970,Single-player,Steam Achievements
1108250,Single-player,Multi-player
482460,Multi-player,PvP
485040,Single-player,Steam Achievements
1191120,Single-player,Steam Achievements
1838220,Single-player,
1191630,Single-player,Steam Achievements
729460,Single-player,Steam Achievements
94620,Single-player,
1309730,Single-player,
1020250,Single-player,
575960,Single-player,Steam Achievements
1384380,Single-player,Multi-player
1432670,Single-player,Steam Achievements
1561350,Single-player,Steam Achievements
985840,Single-player,Steam Achievements
1666850,Single-player,
1247730,Single-player,Steam Achievements
462130,Single-player,Steam Achievements
709870,Single-player,Multi-player
1443640,Single-player,Full controller support
863660,Single-player,
574170,Single-player,
765790,Single-player,Multi-player
1406850,Single-player,Steam Achievements
246900,Single-player,Multi-player
440880,Single-player,Steam Achievements
1308660,Single-player,
1758390,Single-player,Multi-player
1739630,Single-player,Multi-player
715560,Single-player,Steam Achievements
421740,Single-player,Steam Achievements
498600,Single-player,
597860,Single-player,Steam Achievements
875520,Single-player,Steam Achievements
905660,Single-player,Steam Achievements
1565970,Single-player,Steam Achievements
1140750,Single-player,Full controller support
781650,Single-player,Steam Achievements
1767550,Single-player,
3960,Single-player,Multi-player
449130,Full controller support,VR Support
1757870,Multi-player,PvP
1012600,Single-player,Steam Achievements
935880,Single-player,Steam Achievements
1110910,Single-player,Steam Achievements
1028770,Single-player,
292500,Single-player,Steam Achievements
1886770,Others,
1466290,Single-player,
709780,Single-player,Steam Achievements
840510,Multi-player,PvP
29540,Multi-player,MMO
426210,Single-player,Multi-player
926820,Single-player,Steam Achievements
1446720,Single-player,Partial Controller Support
1432110,Single-player,Steam Achievements
1329530,Single-player,
1617050,Others,
585890,Single-player,Steam Achievements
1931750,Single-player,Multi-player
1294450,Single-player,Multi-player
1119980,Single-player,Steam Achievements
511090,Single-player,Steam Achievements
688660,Single-player,Multi-player
329650,Single-player,
368740,Single-player,Multi-player
1855710,Single-player,
297620,Single-player,
1552350,Multi-player,PvP
1039560,Single-player,Partial Controller Support
743110,Single-player,Steam Achievements
628180,Single-player,Steam Cloud
501030,Single-player,Steam Trading Cards
1670860,Single-player,
1674180,Single-player,
1216320,Single-player,Multi-player
912420,Single-player,
588430,Single-player,Steam Achievements
853940,Single-player,Multi-player
714060,Single-player,
541210,Single-player,Steam Trading Cards
912590,Single-player,
837220,Single-player,Steam Achievements
978660,Multi-player,PvP
702150,Single-player,Steam Achievements
941030,Single-player,
1702190,Single-player,
712390,Single-player,
715670,In-App Purchases,Includes level editor
396850,Single-player,Steam Achievements
822990,Single-player,
685240,Single-player,
848090,Single-player,
1765020,Single-player,Multi-player
1735300,Others,
1919500,Single-player,Steam Achievements
536220,Single-player,Steam Achievements
894020,Single-player,Steam Achievements
1775980,Single-player,Steam Achievements
1715000,Single-player,Steam Achievements
1742610,Single-player,
1516120,Single-player,
1194720,Single-player,Multi-player
313020,Single-player,Steam Achievements
1808270,Single-player,Steam Achievements
1929830,Single-player,Multi-player
1185570,Single-player,Steam Achievements
656060,Single-player,Partial Controller Support
673280,Single-player,Steam Achievements
1049080,Single-player,Steam Achievements
1621860,Single-player,Steam Achievements
1247210,Single-player,
1714070,Single-player,Multi-player
1741660,Others,
1355820,Single-player,Multi-player
1584830,Single-player,Steam Achievements
628290,Single-player,Steam Achievements
845840,Single-player,
1889100,Single-player,
1502260,Single-player,Full controller support
544680,Single-player,Steam Achievements
1081740,Single-player,In-App Purchases
1816080,Single-player,
576750,Single-player,Steam Achievements
1995300,Others,
1545710,Single-player,Multi-player
1874340,Single-player,
926470,Single-player,
1241950,Single-player,Multi-player
516600,Single-player,Steam Achievements
1328890,Single-player,Steam Cloud
910470,Single-player,Steam Achievements
1693250,Single-player,Multi-player
398830,Single-player,Multi-player
1960890,Single-player,Steam Achievements
1787840,Single-player,
251410,Single-player,Steam Achievements
1477320,Multi-player,PvP
1654860,Single-player,Steam Achievements
1777940,Single-player,Remote Play Together
1706970,Single-player,Steam Achievements
420000,Single-player,
1053970,Single-player,Steam Achievements
977430,Single-player,Steam Achievements
845960,Single-player,Steam Achievements
1762300,Single-player,
649360,Single-player,
1606450,Single-player,Steam Achievements
45410,Single-player,Multi-player
848030,Single-player,Steam Achievements
1861170,Others,
1644010,Single-player,
1293990,Single-player,Steam Achievements
987480,Single-player,Steam Achievements
944920,Single-player,Steam Achievements
1578470,Single-player,Full controller support
1074500,Single-player,Steam Achievements
922710,Single-player,Steam Achievements
823900,Single-player,Steam Workshop
2005350,Single-player,Full controller support
460150,Single-player,Steam Achievements
2017130,Single-player,Full controller support
1567990,Single-player,Steam Cloud
425670,Single-player,Steam Achievements
832380,Single-player,
1294120,Single-player,Steam Achievements
434020,Single-player,Steam Achievements
1488620,Single-player,Partial Controller Support
888530,Single-player,Steam Achievements
1478340,Single-player,Multi-player
379210,Single-player,Multi-player
1513270,Single-player,Multi-player
456780,Single-player,Multi-player
1215720,Single-player,
867140,Single-player,Steam Achievements
791240,Single-player,Steam Achievements
510000,Single-player,Multi-player
392940,Single-player,Steam Achievements
1618720,Others,
1103780,Single-player,Multi-player
890110,Multi-player,PvP
1257410,Single-player,Steam Achievements
1522010,Single-player,Multi-player
1062690,Single-player,
739240,Single-player,Steam Achievements
1306180,Multi-player,PvP
426000,Single-player,Steam Achievements
1385380,Single-player,Multi-player
560750,Single-player,Steam Achievements
628760,Single-player,Steam Trading Cards
1343050,Single-player,Steam Achievements
662200,Single-player,Steam Achievements
12810,Single-player,
992050,Single-player,Steam Achievements
1569150,Single-player,Steam Achievements
1488860,Single-player,Steam Achievements
1632500,Single-player,
702940,Single-player,Steam Achievements
1032650,Single-player,
987950,Multi-player,PvP
8890,Single-player,Multi-player
443330,Single-player,Steam Trading Cards
1031370,Single-player,Multi-player
967370,Single-player,Steam Achievements
1269960,Single-player,Multi-player
1466170,Single-player,
894820,Single-player,
1281270,Single-player,Steam Achievements
214340,Single-player,Steam Achievements
527430,Single-player,Multi-player
846320,Single-player,Steam Achievements
1148470,Single-player,Full controller support
384950,Single-player,Steam Trading Cards
729610,Single-player,Partial Controller Support
1418020,Single-player,Steam Achievements
1513260,Single-player,
542930,Single-player,Steam Achievements
820510,Single-player,Steam Achievements
679740,Single-player,
869120,Online PvP,Steam Achievements
516510,Multi-player,MMO
1836420,Single-player,Steam Achievements
1937630,Others,
1376890,Single-player,
231310,Single-player,Co-op
41800,Single-player,Multi-player
848810,Single-player,
1544080,Single-player,
660880,Single-player,Partial Controller Support
265240,Single-player,Steam Achievements
1565900,Single-player,Full controller support
1078130,Single-player,Multi-player
1768800,Single-player,
15080,Single-player,
747320,Single-player,Steam Achievements
1608680,Single-player,Multi-player
1057220,Others,
1684840,Single-player,Steam Achievements
292380,Single-player,Steam Trading Cards
360170,Single-player,Multi-player
1551080,Single-player,Steam Cloud
1226940,Single-player,Steam Achievements
1708420,Single-player,Steam Achievements
1678340,Single-player,Multi-player
1698110,Multi-player,PvP
1487840,Single-player,
1417680,Single-player,
1833900,Single-player,
1953990,Others,
1238400,Single-player,Steam Achievements
660070,Single-player,Multi-player
773951,Single-player,Steam Achievements
764880,Single-player,Steam Cloud
502540,Single-player,Steam Achievements
404690,Single-player,Steam Trading Cards
1486690,Single-player,Steam Achievements
1275230,Single-player,Steam Achievements
454120,Multi-player,MMO
1542010,Single-player,
313080,Single-player,Steam Achievements
1360250,Single-player,
1790890,Single-player,Steam Achievements
1035790,Single-player,
1891940,Single-player,
822720,Single-player,Steam Achievements
422970,Single-player,
1796950,Single-player,
1502040,Single-player,
382260,Single-player,Multi-player
1822340,Single-player,
1082700,Single-player,Steam Achievements
573270,Single-player,
1823070,Single-player,
1628630,Others,
486480,Single-player,Steam Trading Cards
543440,Single-player,Steam Achievements
1342890,Single-player,Steam Achievements
767240,Steam Workshop,Partial Controller Support
491040,Single-player,Steam Achievements
1747520,Single-player,Steam Achievements
1034150,Single-player,Steam Cloud
1007260,Single-player,
1694500,Single-player,
517020,Multi-player,PvP
974620,Single-player,Steam Achievements
1883430,Single-player,Partial Controller Support
381870,Single-player,Multi-player
1998060,Others,
1685560,Multi-player,PvP
646330,Single-player,Steam Achievements
1638510,Single-player,Steam Achievements
2080830,Others,
1498460,Single-player,
595440,Single-player,Steam Achievements
1427020,Single-player,Full controller support
1334610,Single-player,Partial Controller Support
1318530,Single-player,
615650,Single-player,
1549950,Single-player,
661500,Single-player,Multi-player
1813690,Single-player,
948080,Single-player,Partial Controller Support
655640,Single-player,Multi-player
552310,Single-player,
501860,Single-player,Steam Achievements
1292560,Single-player,Steam Achievements
880210,Single-player,Steam Cloud
593260,Single-player,Partial Controller Support
488822,Single-player,Multi-player
718010,Single-player,Steam Achievements
476460,Single-player,Steam Achievements
1729170,Single-player,Multi-player
349060,Single-player,
1151550,Single-player,
1378860,Single-player,Steam Achievements
377550,Single-player,Multi-player
1752840,Multi-player,PvP
1248870,Single-player,Full controller support
1524150,Single-player,
1710930,Single-player,Steam Achievements
432940,Single-player,Steam Achievements
929470,Single-player,
580420,Single-player,Steam Achievements
913320,Single-player,Partial Controller Support
676450,Single-player,Steam Achievements
1445580,Single-player,Steam Achievements
433530,Single-player,Multi-player
1708590,Single-player,Steam Achievements
605230,Single-player,Multi-player
1785800,Single-player,
785950,Single-player,
1183320,Single-player,
529970,Single-player,Steam Achievements
2086770,Others,
1216060,Multi-player,PvP
518000,Single-player,Steam Achievements
219640,Multi-player,Steam Achievements
603000,Single-player,Full controller support
762240,Single-player,Full controller support
1057780,Single-player,Partial Controller Support
647910,Single-player,
988500,Single-player,
730760,Single-player,Steam Achievements
1635720,Single-player,Steam Achievements
613900,Single-player,Multi-player
670260,Single-player,Multi-player
1082710,Single-player,Steam Achievements
884830,Single-player,
351150,Single-player,Steam Achievements
2590,Single-player,
1502660,Multi-player,Cross-Platform Multiplayer
1942290,Others,
1521050,Single-player,
679070,Single-player,Partial Controller Support
1036970,Single-player,Steam Achievements
1520690,Single-player,Full controller support
1048420,Single-player,
1245060,Multi-player,Co-op
1072660,Single-player,Multi-player
1732760,Single-player,Steam Achievements
656300,Single-player,Multi-player
1014790,Single-player,Full controller support
1111270,Single-player,Steam Achievements
694480,Single-player,Steam Achievements
1219980,Single-player,
750210,Single-player,
2053450,Single-player,
1615960,Others,
761450,Single-player,
880620,Single-player,
761760,Single-player,Steam Achievements
1109300,Single-player,Partial Controller Support
1180020,Single-player,
948630,Single-player,Steam Achievements
822140,Single-player,Multi-player
1768880,Single-player,
753900,Single-player,Steam Achievements
941320,Single-player,Stats
1515170,Single-player,
1101570,Steam Achievements,
327940,Single-player,
1821820,Single-player,
884430,Single-player,Steam Achievements
562540,Single-player,Multi-player
1430760,Single-player,
434240,Single-player,Steam Achievements
909480,Single-player,Steam Achievements
1842430,Single-player,
542650,Single-player,Steam Trading Cards
861670,Single-player,
1052360,Single-player,Multi-player
1492420,Single-player,Multi-player
1888460,Single-player,Multi-player
1261970,Single-player,Multi-player
1271530,Single-player,Steam Achievements
1263800,Single-player,Steam Achievements
50,Single-player,Multi-player
1910190,Others,
1682200,Single-player,
1071130,Single-player,Steam Achievements
1052660,Single-player,Steam Achievements
1256870,Single-player,Multi-player
1610730,Single-player,
1445400,Single-player,Steam Achievements
710670,Single-player,
840170,Single-player,
547710,Single-player,Steam Trading Cards
535680,Single-player,Multi-player
1239180,Single-player,
1448170,Single-player,
1031540,Single-player,Steam Achievements
915330,Single-player,Full controller support
1895550,Single-player,
1254360,Single-player,Multi-player
606710,Single-player,Steam Achievements
355050,Single-player,Multi-player
578440,Single-player,Steam Trading Cards
697000,Single-player,
654060,Single-player,
619930,Single-player,Steam Trading Cards
1012630,Single-player,Steam Achievements
283660,Single-player,Steam Achievements
341040,Single-player,Multi-player
1274300,Single-player,Steam Achievements
1245730,Single-player,Partial Controller Support
656280,Single-player,Full controller support
503730,Single-player,
1071900,Single-player,Partial Controller Support
1845040,Multi-player,PvP
1845410,Others,
1606430,Others,
408960,Single-player,Multi-player
1918340,Single-player,Partial Controller Support
729060,Single-player,Steam Achievements
285500,Single-player,Steam Trading Cards
1665780,Single-player,
1061220,Single-player,Steam Achievements
356910,Single-player,Multi-player
1372810,Single-player,Multi-player
861050,Single-player,Multi-player
1409630,Single-player,Steam Achievements
897740,Single-player,
1074690,Single-player,Full controller support
1309140,Single-player,
440660,Single-player,Steam Achievements
1826090,Single-player,Steam Achievements
842080,Single-player,
374690,Others,
1570720,Single-player,
1114720,Partial Controller Support,
828860,Single-player,
912120,Single-player,
1108310,Single-player,
715210,Single-player,Steam Achievements
944690,Single-player,
444830,Single-player,Multi-player
1482540,Single-player,
1412620,Single-player,
1838080,Single-player,Steam Achievements
1972160,Single-player,Steam Achievements
1344980,Single-player,Steam Achievements
1949980,Single-player,
895620,Single-player,Steam Achievements
1081800,Single-player,
269270,Single-player,Steam Achievements
1356890,Single-player,Steam Achievements
758650,Single-player,
858070,Single-player,Multi-player
1498590,Single-player,
1577880,Single-player,Partial Controller Support
1570420,Multi-player,PvP
913180,Single-player,
1577160,Single-player,Steam Achievements
780970,Single-player,
709890,Single-player,Steam Achievements
639230,Multi-player,PvP
1142810,Multi-player,PvP
1533070,Single-player,
1500860,Single-player,
555810,Others,
586880,Single-player,Steam Achievements
1231720,Single-player,Steam Achievements
907270,Single-player,Steam Achievements
1469970,Others,
461430,Single-player,Multi-player
395920,Single-player,
1649570,Single-player,
1977460,Single-player,
761320,Single-player,
656260,Multi-player,PvP
839910,Single-player,Multi-player
1139280,Single-player,Steam Achievements
464800,Single-player,Steam Trading Cards
1831580,Single-player,
328670,Single-player,Multi-player
560260,Single-player,Steam Achievements
1677400,Multi-player,Co-op
659810,Single-player,Steam Achievements
1690730,Single-player,In-App Purchases
1399630,Single-player,Multi-player
841300,Single-player,
723720,Single-player,Steam Achievements
1679730,Single-player,Partial Controller Support
1070860,Single-player,Full controller support
763730,Single-player,Multi-player
914390,Single-player,Steam Achievements
863290,Single-player,Multi-player
1628670,Single-player,Steam Achievements
699230,Single-player,Steam Achievements
851960,Single-player,
346430,Single-player,Steam Achievements
1243220,Single-player,Steam Achievements
364940,Single-player,
801060,Single-player,Steam Achievements
1078920,Single-player,Multi-player
1178140,Single-player,Steam Achievements
230760,Single-player,Partial Controller Support
1082760,Single-player,Steam Achievements
845570,Single-player,Steam Achievements
860680,Single-player,Steam Achievements
97110,Single-player,Multi-player
743940,Single-player,
1264850,Single-player,Steam Achievements
991510,Single-player,
333650,Single-player,Steam Achievements
207230,Multi-player,Co-op
381900,Single-player,Steam Achievements
345340,Single-player,Steam Achievements
1172170,Single-player,
397270,Single-player,Steam Achievements
1932780,Multi-player,MMO
1910200,Single-player,
465720,Single-player,Steam Achievements
1181390,Single-player,Full controller support
1400170,Single-player,Partial Controller Support
956000,Multi-player,PvP
904540,Single-player,Partial Controller Support
1219320,Single-player,
587450,Single-player,Partial Controller Support
1335300,Single-player,Steam Achievements
554870,Single-player,Steam Achievements
407310,Single-player,Steam Trading Cards
249230,Single-player,Steam Achievements
767550,Single-player,Multi-player
312520,Single-player,Multi-player
1022230,Steam Workshop,
752850,Single-player,Captions available
487380,Single-player,Steam Achievements
380150,Single-player,Steam Achievements
1667120,Single-player,
1504260,Single-player,
474240,Single-player,
956060,Single-player,Steam Achievements
1906890,Single-player,
1715760,Others,
711150,Single-player,
1838070,Single-player,Steam Achievements
286040,Single-player,Steam Achievements
1216350,Single-player,
979920,Multi-player,MMO
1005890,Single-player,
1238280,Single-player,In-App Purchases
904780,Single-player,Full controller support
1072710,Multi-player,PvP
705210,Single-player,Multi-player
1465310,Multi-player,PvP
1413960,Single-player,Steam Cloud
600170,Single-player,
1041270,Single-player,
1852300,Multi-player,PvP
1762010,Single-player,
533970,Single-player,
486650,Single-player,
1466100,Single-player,
1513110,Single-player,Steam Achievements
840240,Single-player,Steam Achievements
336760,Single-player,
1206040,Single-player,
1474220,Single-player,
1531680,Single-player,In-App Purchases
1114990,Multi-player,PvP
539550,Single-player,
237310,Single-player,Multi-player
1192420,Single-player,
1226960,Single-player,
904440,Single-player,Steam Achievements
752560,Single-player,Steam Achievements
895710,Single-player,
1164570,Single-player,
650810,Single-player,Steam Achievements
1186860,Single-player,Steam Achievements
1127180,Single-player,Multi-player
932800,Single-player,Steam Achievements
1989130,Single-player,
1097110,Single-player,Steam Achievements
336250,Single-player,Steam Achievements
1895080,Single-player,
292600,Single-player,Steam Achievements
1569110,Single-player,
1713910,Single-player,
1686190,Others,
860430,Single-player,
328080,Single-player,Steam Trading Cards
1287710,Single-player,Steam Achievements
540320,Single-player,Full controller support
1417000,Single-player,Multi-player
1740070,Single-player,Steam Achievements
1446780,Single-player,Multi-player
1291050,Single-player,Steam Achievements
500810,Single-player,
1114000,Single-player,Steam Achievements
281610,Single-player,Multi-player
1330730,Single-player,
1120920,Single-player,Steam Achievements
677810,Multi-player,MMO
1599680,Single-player,
1728300,Single-player,
537990,Single-player,Steam Trading Cards
1934250,Others,
1008160,Others,
1035320,Single-player,Multi-player
1091520,Single-player,
1715220,Single-player,Multi-player
451020,Single-player,Steam Achievements
1077160,Single-player,Steam Achievements
1462520,Single-player,
1903550,Others,
403200,Single-player,Steam Achievements
377140,Multi-player,PvP
1042910,Single-player,Multi-player
733540,Single-player,Steam Achievements
1701560,Single-player,
1165610,Single-player,Multi-player
1848900,Others,
1136790,Single-player,Partial Controller Support
1287220,Single-player,Multi-player
1428150,Single-player,Steam Achievements
1450760,Single-player,Steam Achievements
745400,Single-player,Steam Achievements
448800,Single-player,Steam Achievements
1150580,Single-player,Multi-player
966430,Single-player,Full controller support
1272120,Single-player,Steam Achievements
1404080,Single-player,Steam Achievements
589770,Single-player,Steam Trading Cards
1788280,Others,
908430,Single-player,Partial Controller Support
599000,Single-player,
1793120,Single-player,Steam Achievements
690280,Steam Workshop,
294690,Single-player,Steam Cloud
1792270,Single-player,Steam Achievements
436670,Single-player,Steam Achievements
218620,Single-player,Multi-player
340600,Single-player,
933080,Single-player,Full controller support
1406240,Single-player,
915230,Single-player,Steam Achievements
1244760,Single-player,
1747330,Single-player,
962220,Single-player,
583200,Others,
1483020,Single-player,Steam Achievements
1632220,Single-player,
1223020,Single-player,
653960,Single-player,Multi-player
1155860,Single-player,
1832640,Single-player,Steam Achievements
1846730,Others,
1211270,Single-player,
949810,Single-player,Steam Achievements
239160,Single-player,Steam Achievements
301300,Single-player,Multi-player
823160,Single-player,
1489970,Single-player,Steam Achievements
