AppID,Category_1,Category_2
499120,Single-player,Steam Trading Cards
1174460,Single-player,Multi-player
200230,Single-player,Multi-player
514750,Single-player,
788490,Single-player,
814580,Single-player,
1508900,Single-player,Steam Achievements
1782880,Single-player,Steam Achievements
1600450,Single-player,Steam Achievements
794760,Single-player,Steam Achievements
730430,Single-player,Steam Achievements
1791640,Single-player,Steam Achievements
1415580,Single-player,
223430,Single-player,Multi-player
329020,Single-player,Multi-player
1471730,Single-player,Multi-player
1528860,Single-player,
1854970,Single-player,Steam Achievements
1585910,Single-player,
1171990,Single-player,Partial Controller Support
387890,Single-player,
1103390,Single-player,
1026610,Single-player,Steam Achievements
1207540,Single-player,Steam Achievements
667340,Single-player,Full controller support
230190,Single-player,Multi-player
1801950,Single-player,
1338390,Single-player,Multi-player
1054150,Multi-player,PvP
305480,Single-player,Steam Achievements
1627730,Single-player,Full controller support
1871160,Single-player,
1131620,Single-player,Multi-player
1174970,Single-player,
377570,Single-player,Multi-player
1360140,Single-player,Multi-player
959090,Single-player,Steam Achievements
567280,Single-player,Steam Achievements
314000,Single-player,Multi-player
1009460,Single-player,Steam Achievements
1484050,Single-player,
991780,Multi-player,MMO
1193510,Single-player,
726810,Single-player,Partial Controller Support
415980,Single-player,Steam Achievements
1331330,Single-player,Multi-player
1912700,Single-player,Steam Achievements
1840870,Single-player,Multi-player
1815250,Others,
981430,Single-player,Multi-player
801610,Single-player,Multi-player
1143570,Single-player,Steam Achievements
705710,Single-player,Multi-player
1379560,Single-player,Steam Achievements
620790,Single-player,Stats
383840,Single-player,Steam Achievements
793490,Multi-player,MMO
2061530,Single-player,
1111340,Single-player,Steam Achievements
294060,Single-player,Steam Achievements
783310,Single-player,Steam Achievements
785990,Others,
308400,Single-player,Steam Achievements
1107860,Single-player,Steam Achievements
1468810,Single-player,Steam Achievements
1299900,Multi-player,MMO
664240,Multi-player,PvP
799260,Single-player,Steam Achievements
437000,Single-player,Multi-player
1991760,Others,
339700,Single-player,Multi-player
1120950,Single-player,Steam Achievements
67370,Single-player,Co-op
1833960,Single-player,
1083190,Single-player,Partial Controller Support
1276850,Single-player,Full controller support
1500940,Single-player,
1304870,Single-player,Full controller support
716940,Single-player,
699750,Single-player,Steam Achievements
1015790,Single-player,Steam Trading Cards
816330,Single-player,Steam Achievements
976500,Single-player,Steam Achievements
1976960,Others,
838750,Single-player,
950730,Multi-player,MMO
1183210,Single-player,Full controller support
418640,Multi-player,PvP
2003320,Single-player,
865150,Single-player,
1375420,Single-player,Steam Achievements
1431840,Single-player,
1185870,Single-player,
1366100,Single-player,Steam Achievements
891710,Single-player,
1629570,Single-player,Full controller support
652890,Single-player,Full controller support
679030,Single-player,Partial Controller Support
1218520,Single-player,Steam Achievements
1673320,Single-player,
1807980,Single-player,Steam Achievements
506590,Single-player,Steam Achievements
920450,Single-player,
386340,Single-player,Full controller support
1029790,Multi-player,PvP
293160,Single-player,
2022790,Others,
1330890,Single-player,Steam Achievements
1183740,Single-player,
812580,Single-player,Stats
497090,Single-player,Full controller support
745030,Single-player,Steam Achievements
1575270,Single-player,Multi-player
681150,Single-player,
939560,Single-player,Multi-player
1292240,Single-player,Multi-player
1131400,Single-player,Steam Achievements
1533420,Single-player,Steam Achievements
525660,Single-player,Steam Trading Cards
1506260,Single-player,Steam Achievements
1558530,Single-player,Multi-player
22362,Single-player,Multi-player
1956300,Single-player,Steam Achievements
816550,Single-player,
1790220,Others,
406720,Single-player,Steam Achievements
1569820,Single-player,Steam Cloud
392970,Single-player,Steam Achievements
1689250,Single-player,Multi-player
1807750,Single-player,Partial Controller Support
1453080,Single-player,
1764730,Single-player,
1679270,Single-player,Partial Controller Support
847680,Single-player,Steam Achievements
1184010,Single-player,
1140970,Steam Achievements,
1920810,Single-player,Steam Achievements
869440,Single-player,Steam Achievements
1634130,Multi-player,Co-op
1470170,Others,
655580,Partial Controller Support,
1730100,Single-player,Steam Achievements
821370,Single-player,Steam Achievements
1863070,Others,
292620,Single-player,Steam Trading Cards
245730,Single-player,
1240460,Single-player,Steam Cloud
1183230,Single-player,Steam Achievements
1470590,Others,
427550,Single-player,Steam Achievements
711600,Single-player,Stats
1130430,Single-player,Steam Achievements
1134500,Single-player,
1732310,Single-player,Steam Achievements
1979300,Single-player,
1839420,Single-player,
322170,Single-player,Steam Achievements
1367330,Single-player,Multi-player
707030,Single-player,Full controller support
1365800,Single-player,
1540780,Single-player,Multi-player
720940,Single-player,Steam Achievements
253330,Single-player,Steam Achievements
425580,Single-player,Steam Achievements
1270840,Single-player,
1060350,Single-player,
1168740,Single-player,Steam Achievements
1019150,Single-player,Multi-player
34273,Single-player,Multi-player
1816900,Single-player,
1161810,Single-player,Steam Achievements
954350,In-App Purchases,Stats
392410,Single-player,Steam Achievements
498660,Single-player,Steam Achievements
512700,Single-player,Co-op
818440,Single-player,Steam Achievements
1896450,Multi-player,PvP
1188990,Single-player,
1579000,Multi-player,PvP
476240,Single-player,Steam Achievements
1433500,Single-player,Steam Achievements
1398080,Single-player,Steam Achievements
1903880,Single-player,Includes level editor
766560,Single-player,Steam Achievements
697650,Single-player,Steam Achievements
715270,Single-player,
679700,Single-player,
1837130,Single-player,Steam Achievements
612160,Single-player,Steam Achievements
1626370,Single-player,Full controller support
1947120,Single-player,
557520,Single-player,Steam Achievements
1804180,Others,
737390,Single-player,Multi-player
404200,Single-player,Steam Achievements
1229260,Single-player,
428660,Single-player,Steam Achievements
1268370,Single-player,Multi-player
1415200,Single-player,Multi-player
1698520,Single-player,Multi-player
898500,Single-player,Steam Achievements
1288920,Single-player,Steam Achievements
1277390,Single-player,Partial Controller Support
1867050,Single-player,Full controller support
1214180,Single-player,Steam Achievements
579110,Single-player,
1105740,Single-player,Partial Controller Support
768880,Single-player,
1982830,Others,
1861780,Single-player,
1739340,Single-player,Partial Controller Support
1213550,Single-player,Partial Controller Support
1188020,Single-player,Multi-player
1587930,Multi-player,PvP
673630,Single-player,Steam Cloud
336300,Single-player,Steam Achievements
1339380,Single-player,Steam Achievements
1585360,Multi-player,PvP
1903220,Single-player,
1342250,Single-player,Multi-player
538070,Single-player,
724030,Single-player,
1103000,Single-player,
452970,Single-player,Steam Achievements
1945560,Single-player,Steam Achievements
1863920,Single-player,Steam Cloud
1742450,Single-player,
1853780,Single-player,Multi-player
1510570,Single-player,Steam Achievements
692690,Single-player,Steam Achievements
553020,Single-player,Multi-player
299070,Single-player,
4500,Single-player,Multi-player
437220,Multi-player,Co-op
597030,Single-player,Steam Achievements
1484280,Single-player,Multi-player
1787170,Single-player,
429680,Single-player,Multi-player
733530,Single-player,Steam Achievements
1175970,Single-player,
924390,Single-player,
1962770,Multi-player,MMO
1493560,Single-player,Steam Achievements
944500,Multi-player,PvP
344850,Single-player,Steam Achievements
1700,Single-player,
1437890,Single-player,
521990,Single-player,Partial Controller Support
951530,Single-player,Steam Achievements
1033580,Single-player,Steam Achievements
505460,Multi-player,MMO
1575690,Single-player,Steam Achievements
1709000,Single-player,Steam Achievements
11240,Single-player,Multi-player
1202130,Single-player,Steam Cloud
1684230,Single-player,Multi-player
1356360,Single-player,Multi-player
527190,Single-player,Steam Trading Cards
1706540,Single-player,
1005450,Single-player,Full controller support
16810,Single-player,Multi-player
1424900,Single-player,Multi-player
365080,Single-player,
1512350,Single-player,Multi-player
673000,Single-player,Steam Achievements
859560,Single-player,Steam Cloud
454560,Single-player,Multi-player
1304290,Single-player,
1919570,Single-player,Multi-player
987790,Multi-player,PvP
717200,Single-player,
1606940,Single-player,Steam Achievements
839330,Multi-player,PvP
1014350,Single-player,Full controller support
1578880,Single-player,
1387610,Single-player,Full controller support
278970,Multi-player,
1312990,Single-player,Steam Achievements
1373700,Single-player,Steam Achievements
330180,Single-player,Multi-player
490100,Single-player,Steam Achievements
1040480,Single-player,Multi-player
2067750,Single-player,Steam Achievements
676520,Single-player,
553910,Single-player,Steam Achievements
1558060,Single-player,Steam Achievements
245450,Single-player,Steam Cloud
551170,Multi-player,MMO
1724510,Single-player,Partial Controller Support
888690,Single-player,Steam Achievements
865060,Single-player,Steam Achievements
860550,Single-player,Steam Achievements
1106980,Single-player,Steam Achievements
1199240,Single-player,Multi-player
724330,Single-player,
736400,Single-player,
38010,Single-player,
754330,Single-player,Steam Achievements
1229030,Single-player,
1511780,Single-player,Multi-player
1674780,Single-player,Full controller support
1450620,Multi-player,PvP
1800560,Single-player,
15380,Single-player,
1527780,Single-player,Steam Achievements
1296860,Single-player,Steam Achievements
646890,Single-player,
699180,Single-player,Steam Achievements
599610,Single-player,Steam Achievements
1815170,Single-player,Steam Achievements
1611280,Single-player,Steam Cloud
1547790,Multi-player,PvP
1636490,Single-player,
1497950,Single-player,Multi-player
759650,Single-player,Steam Achievements
695920,Single-player,Steam Achievements
574920,Single-player,Steam Leaderboards
224820,Single-player,Steam Achievements
924900,Single-player,Steam Achievements
479110,Single-player,Steam Achievements
1517390,Single-player,
1606510,Single-player,
333390,Single-player,Steam Achievements
24010,Single-player,Steam Achievements
1154170,Single-player,
1909330,Single-player,Steam Achievements
1104470,Single-player,
1179170,Single-player,Steam Achievements
580910,Single-player,Steam Trading Cards
1411000,Single-player,Steam Achievements
1554050,Single-player,Full controller support
1682880,Single-player,Steam Achievements
877550,Single-player,Steam Achievements
310970,Single-player,
355520,Single-player,Steam Achievements
1198310,Single-player,Steam Achievements
1181160,Single-player,Steam Achievements
822910,Single-player,Steam Achievements
1249110,Single-player,Steam Achievements
559100,Single-player,Multi-player
707340,Others,
1522640,Single-player,
1361270,Single-player,
1454060,Multi-player,PvP
1233030,Single-player,Partial Controller Support
636430,Single-player,Steam Leaderboards
1937220,Multi-player,MMO
810060,Single-player,Multi-player
722960,Single-player,Multi-player
844900,Single-player,
1147140,Single-player,
497450,Single-player,
1058680,Single-player,Multi-player
1562550,Single-player,
1781920,Single-player,Steam Achievements
513420,Single-player,
861320,Single-player,
1651440,Single-player,Steam Achievements
551100,Single-player,Steam Achievements
1470240,Others,
1836680,Single-player,Steam Achievements
566380,Single-player,Multi-player
1577470,Single-player,
422140,Single-player,
1095280,Single-player,
670340,Single-player,Partial Controller Support
1632280,Single-player,Multi-player
2085670,Others,
455100,Single-player,Multi-player
811080,Single-player,Steam Cloud
289840,Single-player,
397640,Single-player,
1803170,Single-player,
1033670,Single-player,Steam Achievements
1827460,Single-player,
1007040,Single-player,Multi-player
1494150,Single-player,
923390,Single-player,
1354000,Single-player,Multi-player
1452870,Single-player,
237990,Single-player,Steam Achievements
1264930,Single-player,Multi-player
1500240,Single-player,Steam Achievements
1424840,Single-player,
1424650,Single-player,
804000,Single-player,Multi-player
2010400,Single-player,Steam Achievements
961220,Single-player,
770390,Single-player,Steam Achievements
1131810,Single-player,Steam Achievements
849350,Single-player,
1067430,Single-player,Steam Achievements
764590,Single-player,Steam Achievements
342190,Single-player,Multi-player
1516940,Single-player,Steam Achievements
356000,Single-player,Steam Achievements
700240,Multi-player,PvP
1454410,Single-player,Steam Achievements
1884350,Single-player,
46710,Single-player,
1194600,Single-player,
566700,Multi-player,Co-op
1402320,Single-player,Multi-player
1404960,Single-player,Full controller support
1490460,Single-player,Partial Controller Support
462680,Single-player,
353080,Single-player,Steam Trading Cards
1189040,Single-player,
815950,Single-player,Steam Achievements
1695340,Multi-player,PvP
862150,Single-player,Steam Achievements
1748490,Single-player,
686950,Single-player,Steam Leaderboards
1554770,Single-player,Steam Achievements
299780,Single-player,Steam Trading Cards
423650,Single-player,Steam Achievements
1600980,Single-player,
1826210,Single-player,
1463080,Single-player,
403740,Single-player,Steam Trading Cards
1233170,Single-player,Steam Achievements
1640780,Single-player,
385220,Single-player,Partial Controller Support
301380,Single-player,Steam Achievements
414140,Single-player,Full controller support
1986970,Single-player,
1372350,Single-player,Steam Achievements
411720,Single-player,Multi-player
918680,Single-player,Full controller support
1153110,Single-player,
1041160,Multi-player,Co-op
111400,Single-player,Multi-player
1499680,Single-player,
830360,Single-player,Steam Achievements
1703210,Single-player,Steam Achievements
500470,Others,
496460,Single-player,Steam Workshop
567130,Single-player,Full controller support
313480,Single-player,
1039570,Single-player,Partial Controller Support
1393850,Single-player,
654680,Single-player,Multi-player
859920,Single-player,Multi-player
1721510,Single-player,Partial Controller Support
1302160,Single-player,Full controller support
1032260,Single-player,Steam Achievements
698950,Single-player,Partial Controller Support
394310,Single-player,Steam Achievements
1921160,Single-player,
1237900,Single-player,Steam Cloud
1950070,Single-player,
757480,Single-player,
930620,Single-player,Multi-player
1130900,Single-player,
1077210,Single-player,Steam Cloud
429540,Single-player,Multi-player
1765540,Single-player,
393170,Single-player,Steam Achievements
624330,Others,
608440,Single-player,Multi-player
1209650,Single-player,Steam Cloud
320670,Single-player,Steam Achievements
317370,Single-player,Steam Achievements
1543730,Single-player,Steam Achievements
493920,Single-player,
765010,Multi-player,PvP
1567050,Single-player,Multi-player
30,Multi-player,Valve Anti-Cheat enabled
592990,Single-player,Steam Achievements
1078380,Single-player,Steam Cloud
431200,Single-player,Steam Achievements
20920,Single-player,Steam Achievements
1769570,Single-player,
591680,Single-player,Steam Achievements
657050,Single-player,Steam Achievements
1812760,Single-player,
1135050,Single-player,
1844200,Single-player,Multi-player
824580,Single-player,Full controller support
802890,Single-player,Steam Achievements
349260,Single-player,Multi-player
1384500,Single-player,
1977110,Single-player,Steam Achievements
1067310,Single-player,Steam Achievements
1152830,Single-player,
308440,Single-player,Steam Achievements
888070,Single-player,
389120,Single-player,Steam Achievements
1759260,Single-player,
62000,Single-player,Steam Achievements
1777760,Single-player,Steam Achievements
983240,Single-player,Steam Achievements
1600,Single-player,Multi-player
1151450,Single-player,Steam Achievements
1068540,Single-player,Steam Achievements
900290,Single-player,Steam Cloud
1825540,Single-player,Steam Achievements
1018770,Single-player,
1813190,Single-player,Multi-player
1451970,Single-player,Steam Achievements
596870,Single-player,Steam Trading Cards
432770,Single-player,
1298700,Single-player,
816830,Single-player,Steam Achievements
681640,Single-player,Steam Achievements
1422420,Single-player,Multi-player
792970,Single-player,Multi-player
1146000,Single-player,
937180,Single-player,Steam Achievements
1057710,Single-player,Steam Achievements
636560,Single-player,Multi-player
515740,Single-player,Steam Achievements
1859310,Multi-player,PvP
467270,Single-player,
436530,Single-player,Multi-player
813590,Single-player,Steam Achievements
112100,Single-player,Steam Achievements
1411550,Single-player,
1389610,Single-player,Steam Achievements
1787650,Single-player,
668030,Others,
439880,Single-player,Steam Achievements
526550,Single-player,
1841100,Single-player,
577970,Single-player,Multi-player
1803160,Single-player,
370540,Single-player,Multi-player
789090,Single-player,Steam Achievements
1675670,Single-player,
1118940,Single-player,
948340,Single-player,
1436220,Single-player,
1650040,Single-player,Steam Achievements
617720,Single-player,Multi-player
298030,Single-player,Multi-player
523180,Single-player,
956580,Multi-player,MMO
314970,Single-player,Multi-player
1544260,Others,
370590,Single-player,Multi-player
1195250,Single-player,
1610330,Single-player,
850270,Single-player,
1516610,Single-player,Multi-player
1489840,Multi-player,PvP
1112150,Single-player,Steam Achievements
1780840,Single-player,Multi-player
1372090,Single-player,
582220,Includes level editor,
677010,Single-player,Multi-player
701740,Single-player,Steam Achievements
1002030,Single-player,Steam Achievements
383870,Single-player,Steam Achievements
872040,Single-player,Steam Achievements
946860,Single-player,Steam Achievements
1273540,Single-player,Steam Achievements
420880,Single-player,
1564180,Single-player,
923840,Single-player,Steam Achievements
1122490,Single-player,
550400,Single-player,Steam Achievements
214100,Single-player,Steam Achievements
1725990,Single-player,Full controller support
1880450,Others,
916900,Single-player,Steam Achievements
806000,Single-player,
1805810,Single-player,Steam Achievements
1454360,Single-player,Full controller support
1535190,Single-player,Steam Achievements
813540,Single-player,Steam Achievements
1083700,Single-player,
324710,Single-player,Steam Achievements
1598560,Single-player,Multi-player
810080,Others,
378700,Single-player,Steam Achievements
1622490,Others,
1810500,Single-player,Steam Achievements
686010,Single-player,
655100,Single-player,Steam Achievements
1928390,Single-player,Steam Achievements
1324070,Single-player,
1732190,Single-player,Steam Achievements
1795640,Single-player,Steam Achievements
740730,Single-player,
1056330,Single-player,Multi-player
257770,Single-player,Multi-player
1719100,Single-player,Steam Achievements
1385590,Single-player,Steam Achievements
1085800,Single-player,
1204410,Single-player,Steam Achievements
1667770,Single-player,Steam Achievements
1020390,Single-player,Steam Leaderboards
731820,Single-player,Steam Achievements
1511500,Single-player,
824640,Single-player,Steam Achievements
293880,Single-player,Steam Trading Cards
551860,Single-player,Steam Achievements
841990,Single-player,Steam Achievements
1157010,Single-player,Steam Achievements
1064520,Multi-player,PvP
1588620,Single-player,
1563110,Single-player,
565650,Single-player,Partial Controller Support
846370,Single-player,
1147980,Single-player,Steam Achievements
31810,Single-player,
1444370,Single-player,
1544300,Single-player,Steam Achievements
269050,Single-player,Steam Achievements
1946870,Others,
743550,Single-player,Full controller support
466160,Single-player,Steam Achievements
677620,Single-player,Multi-player
1676570,Single-player,Steam Achievements
1483100,Single-player,Full controller support
1427400,Single-player,Steam Achievements
1794600,Single-player,
280320,Single-player,Steam Achievements
1694830,Single-player,Partial Controller Support
238370,Single-player,Multi-player
281060,Single-player,Steam Achievements
497730,Single-player,Steam Achievements
1986230,Single-player,
1651460,Single-player,
1308040,Single-player,
11450,Single-player,Partial Controller Support
355570,Single-player,Partial Controller Support
1421390,Single-player,Multi-player
251390,Single-player,Steam Achievements
1478930,Others,
1499550,Single-player,
373640,Single-player,Includes level editor
1173310,Single-player,Multi-player
947540,Single-player,Steam Achievements
1012430,Single-player,Multi-player
1353900,Single-player,Steam Achievements
950250,Single-player,Steam Achievements
1532520,Single-player,Steam Achievements
536530,Single-player,Partial Controller Support
209950,Single-player,Steam Trading Cards
1103690,Single-player,
974370,Single-player,Steam Achievements
268910,Single-player,Multi-player
1515200,Single-player,Steam Achievements
639270,Single-player,Steam Achievements
1698000,Single-player,Multi-player
1409330,Single-player,
1773750,Others,
1819280,Single-player,
674010,Single-player,Steam Achievements
407840,Single-player,Multi-player
975670,Multi-player,PvP
1668800,Single-player,
508410,Single-player,Steam Trading Cards
3500,Single-player,
1048080,Single-player,Steam Achievements
22500,Single-player,Multi-player
1377450,Single-player,Steam Cloud
1441400,Single-player,
847310,Single-player,Steam Achievements
389980,VR Support,
749470,Single-player,Steam Achievements
1004000,Single-player,Steam Achievements
1694110,Single-player,Steam Achievements
1651390,Single-player,
1060320,Single-player,Full controller support
1880710,Single-player,
618670,Single-player,Multi-player
941150,Single-player,Multi-player
334360,Single-player,Steam Achievements
1455930,Single-player,Full controller support
1582740,Single-player,Full controller support
863590,Single-player,Steam Achievements
1139780,Single-player,
1802920,Single-player,
596240,Single-player,Steam Achievements
1559180,Single-player,
1389430,Single-player,Partial Controller Support
1285070,Single-player,Steam Achievements
1253820,Single-player,Steam Achievements
737830,Single-player,Steam Achievements
706490,Single-player,Steam Achievements
1321920,Single-player,
489160,Single-player,Steam Achievements
1693430,Single-player,
1014130,Steam Achievements,
1190930,Single-player,Steam Achievements
676540,Single-player,Full controller support
1475600,Single-player,Steam Achievements
302260,Single-player,
1205960,Single-player,Steam Achievements
1024150,Single-player,
786630,Single-player,Steam Achievements
1215520,Single-player,Steam Achievements
437900,Multi-player,PvP
785770,Single-player,Multi-player
1450020,Single-player,
1732070,Single-player,Steam Achievements
554590,Single-player,Multi-player
522490,Single-player,Steam Achievements
1390870,Single-player,Full controller support
947970,Single-player,
1214380,Single-player,
1194390,Single-player,Steam Achievements
1902110,Single-player,
677910,Single-player,Steam Achievements
1179500,Single-player,Full controller support
1306570,Multi-player,PvP
510060,Single-player,Steam Achievements
1964430,Others,
39670,Single-player,Multi-player
1022920,Single-player,
1772180,Single-player,Steam Achievements
1644140,Single-player,Multi-player
1810000,Single-player,Steam Achievements
997770,Single-player,
1462600,Single-player,Steam Achievements
523890,Single-player,Steam Achievements
729920,Single-player,
436270,Single-player,Steam Achievements
1533870,Single-player,Partial Controller Support
1551660,Single-player,Steam Achievements
1454400,Single-player,Steam Achievements
566200,Single-player,Steam Trading Cards
555010,Single-player,Multi-player
404510,Single-player,Steam Achievements
1691130,Single-player,Steam Achievements
603970,Single-player,Steam Leaderboards
1984630,Single-player,
1756160,Single-player,Multi-player
1485250,Single-player,
1374200,Single-player,Multi-player
652830,Single-player,
569050,Single-player,
1744270,Single-player,Steam Leaderboards
756380,Single-player,Steam Achievements
576130,Single-player,Steam Achievements
1896360,Others,
492340,Single-player,Multi-player
46490,Single-player,
944770,Steam Cloud,
633320,Single-player,
568490,Single-player,Steam Achievements
503650,Single-player,Steam Achievements
355000,Others,
1839770,Others,
361560,Single-player,Multi-player
394160,Single-player,Steam Achievements
625820,Single-player,Multi-player
976930,Single-player,Steam Achievements
763990,Single-player,Steam Achievements
872670,Single-player,Multi-player
982720,Single-player,Steam Achievements
986710,Single-player,Steam Achievements
997240,Single-player,Steam Achievements
955470,Single-player,Multi-player
694960,Single-player,Steam Achievements
1685120,Others,
527380,Single-player,Steam Achievements
15270,Single-player,
1718430,Single-player,Steam Achievements
547150,Single-player,
676760,Single-player,Steam Achievements
861790,Single-player,Multi-player
1298740,Single-player,Steam Achievements
356580,Single-player,Full controller support
1230660,Single-player,Multi-player
644420,Single-player,
758640,Single-player,
1080370,Single-player,
1699880,Single-player,
280540,Single-player,Steam Achievements
1863760,Others,
899480,Single-player,
1300270,Single-player,
444800,Single-player,Steam Achievements
1478350,Single-player,Steam Achievements
839930,Others,
1761860,Single-player,
1604700,Single-player,
699330,Single-player,Steam Cloud
431230,Single-player,Steam Achievements
476540,Single-player,
870590,Single-player,Steam Achievements
1031640,Single-player,Steam Achievements
1262040,Single-player,Full controller support
1154800,Single-player,Steam Achievements
778850,Single-player,
565860,Single-player,Steam Trading Cards
1762490,Single-player,
778760,Single-player,Steam Achievements
1220980,Single-player,Steam Achievements
962510,Single-player,
50910,Single-player,
1248810,Single-player,Partial Controller Support
466050,Single-player,
228560,Single-player,Multi-player
542670,Single-player,
1044750,Single-player,
667880,Single-player,
1314500,Single-player,Multi-player
222500,Single-player,Partial Controller Support
1093280,Single-player,Steam Cloud
2280,Single-player,Multi-player
1098810,Single-player,Multi-player
23600,Single-player,
676090,Single-player,Steam Achievements
1024640,Others,
1620380,Others,
731520,Single-player,Steam Achievements
856650,Single-player,Partial Controller Support
1075200,Single-player,Steam Achievements
1898470,Others,
430240,Single-player,Steam Achievements
38120,Single-player,
466910,Multi-player,Cross-Platform Multiplayer
1913940,Single-player,
1054510,Single-player,Multi-player
642090,Single-player,Steam Achievements
994250,Single-player,
253290,Single-player,Multi-player
1255810,Single-player,
601400,Single-player,Multi-player
37800,Single-player,Steam Achievements
1190760,Single-player,
1000750,Single-player,Steam Achievements
1372700,Single-player,Multi-player
1265270,Single-player,
1183170,Single-player,Steam Achievements
1629550,Single-player,
1274090,Single-player,Steam Achievements
1092770,Single-player,
851040,Single-player,Multi-player
758990,Single-player,Steam Workshop
9200,Single-player,Multi-player
956880,Single-player,
1733860,Single-player,Steam Achievements
1886480,Single-player,Steam Achievements
669710,Multi-player,PvP
747700,Single-player,Partial Controller Support
2058250,Single-player,
821500,Single-player,
790730,Others,
259830,Single-player,Steam Achievements
263460,Single-player,Steam Achievements
1607180,Single-player,
752060,Single-player,
349520,Single-player,Steam Achievements
1457540,Single-player,
505090,Single-player,Steam Achievements
1243140,Single-player,Multi-player
1757430,Single-player,
383730,Others,
1922000,Single-player,Steam Achievements
1753050,Single-player,
1984220,Single-player,Steam Achievements
446870,Single-player,Multi-player
1081200,Single-player,Steam Workshop
723820,Single-player,Multi-player
881060,Single-player,Multi-player
831100,Single-player,
979070,Single-player,Multi-player
1245900,Single-player,
1003070,Single-player,
1092780,Single-player,Steam Achievements
576620,Single-player,
1363770,Single-player,Multi-player
315460,Single-player,Multi-player
1338790,Single-player,Full controller support
1723570,Single-player,Full controller support
2820,Single-player,Steam Achievements
1162520,Single-player,Multi-player
1151920,Single-player,Steam Achievements
17180,Single-player,Steam Achievements
1616190,Single-player,Steam Achievements
294570,Single-player,
1055150,Single-player,Steam Achievements
1181650,Single-player,Multi-player
294550,Single-player,Steam Cloud
1333900,Single-player,
1579670,Single-player,Steam Achievements
1462040,Single-player,Steam Achievements
1604690,Single-player,
555050,Single-player,Multi-player
1452950,Single-player,
673580,Single-player,
1361440,Single-player,Steam Achievements
822240,Multi-player,MMO
1108630,Single-player,Steam Achievements
1063140,Single-player,
703080,Single-player,Steam Achievements
1588780,Single-player,Full controller support
1341200,Single-player,Steam Achievements
19830,Single-player,
1156500,Single-player,Steam Achievements
1046230,Single-player,
285800,Single-player,Steam Achievements
1474410,Single-player,Multi-player
770620,Others,
335190,Single-player,Multi-player
1578550,Single-player,
1182830,Single-player,Steam Achievements
787150,Single-player,Steam Achievements
1279330,Single-player,Multi-player
1768730,Single-player,Steam Achievements
893720,Single-player,Steam Achievements
1059080,Single-player,Steam Achievements
1252510,Single-player,
332630,Single-player,Steam Achievements
1303420,Single-player,Steam Achievements
1845830,Steam Workshop,
1339500,Single-player,Steam Cloud
1624610,Single-player,
918180,Single-player,Steam Achievements
1435840,Single-player,
1997070,Single-player,Steam Achievements
392100,Single-player,Multi-player
809840,Single-player,
1827500,Single-player,Partial Controller Support
1086670,Single-player,Steam Achievements
1265440,Single-player,
566570,Single-player,Multi-player
488040,Single-player,Steam Workshop
1148010,Single-player,Steam Achievements
384880,Single-player,
1995100,Single-player,Steam Achievements
440740,Single-player,Steam Achievements
321830,Single-player,Multi-player
1220190,Single-player,Steam Leaderboards
1469450,Single-player,Steam Achievements
1458370,Single-player,Multi-player
1712360,Single-player,Steam Achievements
1035890,Single-player,Steam Achievements
675980,Single-player,
1715110,Others,
999220,Single-player,Steam Achievements
579490,Single-player,Multi-player
1514100,Single-player,
1096130,Single-player,Steam Cloud
1774130,Multi-player,PvP
1586630,Others,
740340,Single-player,
1459560,Multi-player,PvP
1324270,Single-player,Steam Achievements
1153430,Single-player,Steam Achievements
589620,Single-player,
577710,Multi-player,MMO
892900,Steam Workshop,Includes Source SDK
521500,Single-player,Steam Trading Cards
937350,Single-player,Full controller support
1780290,Single-player,Multi-player
1173990,Single-player,Partial Controller Support
1219650,Single-player,
1626010,Single-player,
834910,Single-player,Multi-player
893070,Single-player,Partial Controller Support
1785460,Single-player,
442260,Single-player,Steam Achievements
625140,Single-player,Multi-player
1354840,Single-player,Steam Achievements
1219940,Single-player,Steam Achievements
512630,Others,
864200,Single-player,Steam Achievements
1613950,Single-player,Steam Achievements
1262530,Single-player,
1307240,Single-player,Multi-player
363980,Single-player,Steam Achievements
279560,Single-player,
2065140,Others,
1490490,Single-player,Steam Achievements
239090,Single-player,Multi-player
370300,Single-player,Steam Achievements
1918410,Single-player,Steam Achievements
420660,Single-player,Steam Achievements
1909200,Single-player,
626010,Single-player,Steam Achievements
1383830,Multi-player,PvP
1282720,Single-player,Multi-player
1349030,Single-player,Steam Achievements
799770,Single-player,
1244530,Single-player,Steam Achievements
944050,Single-player,Steam Cloud
571880,Single-player,Steam Achievements
1735440,Others,
1216150,Single-player,
344810,Single-player,
446250,Single-player,Steam Achievements
1691860,Single-player,Steam Cloud
280790,Single-player,Multi-player
1259640,Single-player,Steam Achievements
1476430,Single-player,Steam Achievements
1388280,Single-player,Full controller support
1794710,Single-player,Steam Workshop
42810,Single-player,Multi-player
1497640,Multi-player,PvP
434510,Multi-player,PvP
1841580,Single-player,Steam Achievements
923350,Others,
1386460,Single-player,Partial Controller Support
781950,Single-player,Steam Achievements
495600,Multi-player,PvP
1103160,Single-player,
955030,Single-player,Steam Achievements
261180,Single-player,Multi-player
1507850,Single-player,Steam Achievements
300540,Single-player,Steam Achievements
1363290,Single-player,
304580,Single-player,Multi-player
1277710,Single-player,Multi-player
1184460,Single-player,Steam Achievements
994910,Multi-player,PvP
655160,Single-player,
