AppID,Genre_1,Genre_2,Genre_3
669690,Action,Casual,Indie
860490,Adventure,Casual,Indie
1149860,Action,Indie,
1416190,Software Training,Utilities,
370910,Adventure,Indie,
1198760,Action,Casual,Free to Play
1763520,Casual,Indie,
2001690,Casual,,
274010,Action,Simulation,
1235220,Casual,Indie,
1653200,Casual,Indie,Simulation
1287420,Action,Adventure,Casual
1001230,Indie,Simulation,Strategy
1658910,Casual,Indie,Strategy
924140,Action,Adventure,Indie
896420,Adventure,Casual,Indie
603360,Casual,Indie,
949650,Adventure,Indie,RPG
1341250,Adventure,Casual,Racing
999860,Action,Casual,Free to Play
1369520,Adventure,,
1051670,Action,Adventure,Early Access
684380,Utilities,Video Production,
623160,Casual,,
222730,Indie,Simulation,Strategy
575110,Adventure,Free to Play,Simulation
1725250,Others,,
1266820,Indie,RPG,Strategy
253250,Indie,Simulation,Strategy
394130,Casual,Indie,
1329450,Casual,,
1697560,Action,Indie,Simulation
952060,Action,,
1941110,Adventure,,
672310,Free to Play,Indie,Massively Multiplayer
1341400,Adventure,Indie,
384690,Action,Indie,
1709290,Casual,Indie,
1259470,Adventure,Indie,RPG
1526580,Action,Casual,Indie
1439010,Casual,Indie,
398890,Casual,Indie,Simulation
572130,Casual,Indie,Simulation
1325860,Indie,Animation & Modeling,Video Production
389570,Free to Play,Simulation,
1344440,Action,Indie,Early Access
853310,Adventure,Indie,
768370,Adventure,Indie,Massively Multiplayer
206480,Action,Adventure,Free to Play
699370,Strategy,Early Access,
1973850,Action,Adventure,Indie
706520,Action,Adventure,
1019170,Casual,Indie,
1596440,Action,Indie,
205070,Action,Indie,
1427960,Casual,,
468310,Action,,
251910,Indie,Strategy,
1614030,Action,Adventure,Casual
1144070,Indie,,
673550,Action,Casual,Indie
45200,Casual,Strategy,
1608810,Adventure,Indie,RPG
894340,Indie,,
1320490,Casual,Indie,
951700,Casual,Indie,Simulation
595740,Action,,
395160,Adventure,Indie,
865160,Casual,Strategy,
940790,Casual,Strategy,
1491910,Action,Free to Play,RPG
948640,RPG,,
358240,Action,Adventure,
1340410,Action,Free to Play,Indie
1679490,Action,Casual,Indie
1149580,Casual,Indie,Simulation
2900,Strategy,,
632050,Action,Casual,Indie
1100070,Action,Adventure,Indie
1264760,Action,Adventure,Indie
1304070,Casual,Free to Play,Indie
1314680,Action,Casual,Indie
1470030,Action,Adventure,Indie
1803950,Free to Play,RPG,
717070,Action,Indie,
1265820,Action,Strategy,
1388880,Casual,Indie,
1893980,Casual,Simulation,
433570,Action,Adventure,Indie
1853390,Action,Indie,
1832220,Action,Adventure,Free to Play
1429700,Action,Casual,Indie
513840,Action,Indie,
1116230,Action,Adventure,Indie
471660,Simulation,,
779920,Casual,Indie,Strategy
1481970,Casual,Free to Play,Indie
982270,Casual,Indie,Simulation
1462440,Adventure,,
552540,Indie,RPG,
1259800,Racing,Simulation,Sports
946040,Casual,Free to Play,
1250410,Simulation,,
1824750,Action,Casual,Indie
268540,Adventure,Indie,
1233200,Adventure,,
1147020,Adventure,Casual,Indie
204060,Adventure,Indie,
462780,Action,Adventure,RPG
628080,Strategy,,
1655410,Action,RPG,
1923670,Casual,Indie,Simulation
1502080,Adventure,,
882560,Adventure,Indie,Simulation
1943520,Adventure,Casual,
1922530,Simulation,Strategy,
1432880,Action,Strategy,
511700,Action,Casual,Indie
1438750,Casual,Indie,Simulation
1844650,Action,Indie,Early Access
7770,Strategy,,
1085950,Action,Indie,
1361110,Indie,,
33530,Simulation,Strategy,
1460300,Free to Play,Indie,
1603270,Action,Adventure,Casual
1013750,Adventure,Indie,Simulation
968430,Action,Indie,
1615450,Others,,
1185520,Casual,Indie,Simulation
1043140,Action,Adventure,Casual
960660,Action,Adventure,Indie
833260,Indie,,
1610320,Casual,Free to Play,Indie
696860,Action,Indie,
1433190,Adventure,Free to Play,Indie
1114650,Adventure,Indie,RPG
1665060,Casual,,
592920,Utilities,Video Production,
1300360,Adventure,Casual,Free to Play
545030,Casual,Indie,Simulation
1580340,Adventure,Casual,Indie
1891680,Adventure,RPG,
700940,Casual,Early Access,
451980,Casual,Simulation,
1249680,Action,Indie,
1085840,Casual,Indie,Strategy
552410,Action,Adventure,Indie
1819980,Casual,Simulation,Early Access
1528550,Casual,RPG,Simulation
1213660,RPG,,
804210,Action,Adventure,Indie
651660,Indie,RPG,Simulation
680700,Action,Adventure,
1759470,Others,,
1187940,Action,Adventure,RPG
1343550,Action,Adventure,Indie
115120,Action,Strategy,
223490,Casual,Indie,RPG
1576300,Indie,RPG,Strategy
568840,Action,Indie,
828910,Casual,Indie,
952340,Adventure,Casual,Indie
1605780,Others,,
809460,Indie,Strategy,
287700,Action,Adventure,
879430,Casual,Indie,
400560,Casual,Indie,Strategy
814890,Action,Casual,Indie
1330940,Casual,Indie,
542480,Action,Adventure,Free to Play
1127610,Indie,RPG,Strategy
328890,Casual,Strategy,
421790,Adventure,Casual,Indie
670940,Indie,RPG,
895600,Casual,Indie,RPG
935570,Action,Adventure,Indie
1251950,Action,Casual,Indie
447120,Adventure,Indie,RPG
970900,Casual,,
897220,Adventure,Casual,
920210,Action,Adventure,
1916580,Action,Adventure,Indie
324070,Action,Indie,Racing
364230,Action,Adventure,Casual
1358770,Indie,RPG,Strategy
830750,Indie,Simulation,Sports
1856890,Action,Adventure,
1760980,Adventure,Casual,Indie
923970,Simulation,Strategy,Early Access
808870,Casual,Indie,RPG
1263700,Action,Adventure,Indie
1360790,Casual,,
1186160,Action,Indie,
450060,Action,Adventure,Indie
698960,Action,Indie,Early Access
1272150,Strategy,,
1386530,Casual,,
224900,Action,Simulation,Strategy
445670,Adventure,Casual,Indie
1596640,Adventure,Casual,
585190,Action,Adventure,Casual
1110350,Casual,Indie,Strategy
1072310,Action,Indie,RPG
273890,Action,Casual,Free to Play
339580,Adventure,Indie,RPG
790930,Action,Indie,Strategy
387850,Adventure,,
1315900,Casual,,
1119380,Casual,Indie,Strategy
1254530,Action,Casual,Free to Play
47870,Racing,,
1863100,Action,Adventure,Casual
975100,Action,Indie,
549920,Adventure,Casual,Free to Play
33680,Indie,,
1799560,Adventure,Indie,
369890,Action,Adventure,Indie
425230,Action,Adventure,Indie
387340,Action,RPG,
333640,Adventure,Indie,RPG
979710,Early Access,,
912730,Action,Adventure,Indie
760550,Adventure,Indie,RPG
1268530,Action,Indie,Simulation
333970,Indie,Strategy,
1364340,Action,,
938630,Casual,Indie,
1432330,Casual,Indie,
1081110,Adventure,Casual,Indie
1756950,Indie,,
1173700,Casual,Indie,Simulation
460220,Action,Indie,
418440,Adventure,Casual,Indie
246300,Action,Adventure,Indie
1935790,Adventure,Casual,
1405960,Casual,,
369070,Action,Indie,
1574010,Action,Casual,Free to Play
944910,Adventure,Indie,
1419170,Free to Play,Simulation,
793170,Adventure,Free to Play,Indie
461220,Adventure,Indie,
1819160,Simulation,,
515900,Action,Adventure,Casual
1594400,Action,Adventure,Casual
1716650,Casual,Indie,
1204280,Adventure,Indie,RPG
293680,Adventure,Indie,
1619430,Others,,
1667280,Action,Indie,RPG
511560,Casual,Indie,Simulation
1114610,Action,Indie,Sports
8000,Action,Adventure,
1969620,Action,Adventure,Indie
879120,Action,Casual,
1600890,Adventure,Casual,Indie
1592650,Action,,
1503010,RPG,,
1812960,Adventure,Indie,
1877100,Casual,Utilities,
996430,Casual,Indie,Racing
541770,Action,Adventure,Casual
487430,Casual,Indie,
1507880,Action,Adventure,Indie
1985630,Action,Adventure,Indie
1913780,Indie,,
1816520,Racing,Simulation,
931880,Action,Indie,
1146120,Casual,Indie,
676880,Action,Adventure,
498830,Action,Adventure,Indie
394840,Adventure,Indie,RPG
368430,Adventure,Indie,
411970,Action,Adventure,Indie
442710,Free to Play,Indie,Massively Multiplayer
1594610,Casual,Indie,RPG
1625670,Casual,Indie,Early Access
1147030,Adventure,Free to Play,
18020,Adventure,RPG,
1597270,Casual,Indie,
593210,Action,Casual,Indie
1207520,Adventure,Indie,
1467190,Adventure,Indie,RPG
850630,Casual,Indie,Simulation
1214400,Adventure,Indie,
503950,Indie,Simulation,Strategy
521700,Strategy,,
1248390,Casual,Free to Play,Indie
836350,Casual,Indie,Simulation
884880,Action,Adventure,Indie
1099980,Casual,Indie,Strategy
1519070,Simulation,Strategy,
1413790,Action,Adventure,Indie
690640,Action,Adventure,Indie
964190,Action,Adventure,Indie
1377360,Adventure,Casual,Indie
1384790,Adventure,RPG,
1103930,Action,Adventure,Indie
976850,Racing,Simulation,Sports
961410,Indie,,
459050,Action,Strategy,
810450,Adventure,Indie,
1701460,Adventure,Casual,Indie
462380,Action,Indie,
676510,Adventure,Casual,Indie
681190,Action,Adventure,Indie
2053380,Others,,
1635220,Action,Casual,Indie
1747650,Action,Adventure,Casual
357700,Action,Indie,Strategy
354140,Action,Indie,Simulation
1415250,Indie,,
1310590,Action,Free to Play,Indie
264160,Action,Indie,RPG
965030,Casual,Indie,
2007030,Casual,,
56438,Strategy,,
247240,Action,Adventure,Indie
1776650,Action,Indie,Early Access
1279220,Action,Indie,Strategy
1552930,Indie,,
2012650,Action,Free to Play,Indie
1372310,Adventure,Indie,
819960,Indie,,
1386180,Animation & Modeling,Design & Illustration,Education
1789560,Adventure,Casual,
1627820,Adventure,Casual,Indie
593200,Adventure,Indie,
1379120,Action,Indie,Early Access
1235460,Adventure,Casual,Indie
720060,Indie,Simulation,Strategy
709350,Adventure,Casual,
613610,Sexual Content,Nudity,Violent
1990670,Adventure,Casual,Indie
1198080,Indie,RPG,Strategy
1516900,Action,Indie,
391730,Action,Adventure,Indie
1172340,Action,,
1551230,Action,Indie,
855030,Adventure,Casual,Indie
940780,Casual,Strategy,
1271300,Adventure,Indie,
303830,Racing,,
433670,Simulation,,
1993670,Action,Casual,
1746330,Others,,
604770,Action,Indie,Strategy
769110,Action,Adventure,Casual
772500,Action,Adventure,Indie
1413560,Action,Adventure,Indie
268400,Strategy,,
1647300,Adventure,,
826420,Adventure,Casual,
1850620,Casual,Indie,Simulation
940710,Action,Casual,Indie
1603980,Adventure,,
794300,Action,Adventure,Indie
360380,Adventure,Indie,Strategy
1199900,Casual,Indie,
653950,Adventure,Indie,
877360,Casual,,
1282500,Adventure,Casual,Indie
1249480,Action,Indie,Early Access
881090,Indie,Sports,
1318210,Casual,Free to Play,Indie
1404770,Action,Casual,
12690,Simulation,Sports,
1092040,Action,Indie,
1170950,Action,Indie,Massively Multiplayer
417410,Adventure,Casual,Simulation
918260,Casual,Indie,Simulation
839460,Casual,Indie,Strategy
655700,Action,Adventure,Indie
986920,Action,Casual,Indie
610620,Action,Adventure,Indie
781290,Action,Strategy,
1698290,Casual,Free to Play,Indie
1909430,Indie,,
400160,Indie,Strategy,
571530,Action,RPG,
331390,Indie,RPG,Strategy
1281200,Adventure,Indie,
998760,Casual,Indie,Early Access
1389560,Action,Adventure,Casual
18420,Casual,Strategy,
233700,Casual,Indie,RPG
1219520,Action,Adventure,Casual
602160,Action,Strategy,
1565710,Adventure,Indie,RPG
760810,Action,Casual,Indie
1069050,Adventure,RPG,Strategy
1974580,Others,,
827950,Sexual Content,Adventure,Indie
973700,Action,Indie,Simulation
501610,Animation & Modeling,Audio Production,Design & Illustration
1651980,Action,RPG,
725050,Violent,Action,Adventure
755950,Casual,,
1787210,Action,,
1557740,Action,Indie,
9970,Action,,
697490,Adventure,Casual,Indie
1542080,Action,Adventure,Casual
1024430,Indie,Simulation,Sports
549790,Action,Indie,
275850,Action,Adventure,
409510,Action,Free to Play,
1054450,Adventure,Free to Play,Indie
1921180,Action,Adventure,Sports
1607130,Adventure,Casual,RPG
1589380,Action,Indie,Sports
618420,Free to Play,Indie,
607590,Simulation,,
1197060,Massively Multiplayer,Strategy,
1439400,Action,Adventure,Indie
1115650,Adventure,Indie,Simulation
818220,Action,Casual,Indie
1962920,Action,,
965920,Adventure,Casual,Free to Play
1180960,Action,Indie,
1009370,Action,Casual,Indie
440800,Action,Adventure,Indie
636910,Action,Casual,Indie
628060,Strategy,,
1384680,Action,Indie,
474620,Action,Indie,
1600440,Casual,Strategy,
1244460,Simulation,Strategy,
697850,Action,Adventure,Casual
1225590,Adventure,,
1509360,Casual,Indie,
1034950,Indie,RPG,
438430,Racing,Simulation,Sports
1126090,Casual,Indie,Simulation
915930,Indie,,
1208050,Action,Adventure,Casual
1044930,Casual,RPG,Simulation
1204740,Casual,Free to Play,Indie
1173010,Casual,Indie,
843870,Casual,,
207610,Adventure,,
504690,Adventure,Casual,Indie
1091650,Animation & Modeling,Design & Illustration,Utilities
1014710,Action,Casual,Indie
38230,Casual,Simulation,Strategy
224260,Action,Free to Play,Indie
577570,Action,Indie,Early Access
1181140,Casual,Indie,Simulation
595300,Adventure,Indie,
1023750,Action,Adventure,Indie
1290920,Action,Simulation,Sports
811950,Action,Indie,
1063100,Action,,
258220,Action,RPG,
1238220,Adventure,Casual,Indie
654450,Action,Adventure,Indie
1743060,Others,,
1257210,Action,Casual,Indie
1065630,Action,Indie,
613980,Action,Adventure,
1180110,Action,Casual,Indie
647570,Adventure,Indie,
1790580,Casual,Indie,Simulation
504300,Action,Free to Play,Indie
1816420,Casual,Indie,
1740540,Action,Adventure,Free to Play
1238810,Action,,
1825980,Others,,
1543550,Massively Multiplayer,RPG,Strategy
1651090,RPG,Strategy,Early Access
1091460,Action,Adventure,Indie
657780,Racing,,
1574390,Adventure,Indie,RPG
1916290,Action,Adventure,Indie
1122210,Action,Adventure,Casual
709700,Action,Adventure,Indie
2096100,Others,,
289180,Action,RPG,Simulation
1577120,Adventure,,
70210,Adventure,Casual,Indie
1146970,Casual,Indie,
928060,Casual,Indie,
1532260,Casual,Strategy,
55140,Racing,,
345230,Adventure,Indie,
627410,Action,Adventure,Casual
788870,Action,Adventure,Indie
1064860,Indie,RPG,Simulation
849520,Action,Adventure,Indie
516520,Action,Casual,
1989190,Action,Adventure,Casual
1081410,Action,Casual,Indie
2001570,Casual,Indie,Simulation
524010,Action,Indie,Strategy
535440,Action,Free to Play,Indie
1379040,Action,Adventure,Casual
450150,Casual,Simulation,Strategy
1257700,Casual,Indie,Sports
1355310,Indie,Simulation,
445020,Indie,Strategy,
1863080,Action,Casual,
769580,Action,Casual,
1474090,Others,,
1438060,Casual,Indie,
394030,Action,Indie,
1108780,Action,Indie,
513490,Indie,,
361790,Indie,RPG,Strategy
1237090,Action,Indie,
1810640,Others,,
458450,Action,Indie,
1041450,Action,Adventure,Casual
1594300,Racing,Simulation,Sports
1076830,Adventure,Casual,Indie
1664130,Action,Casual,Free to Play
1698880,Others,,
1421760,Adventure,Casual,Indie
1836740,Adventure,Casual,Indie
1510380,Action,Indie,
1619200,Casual,Indie,RPG
867080,Action,Adventure,Casual
1104250,Indie,Strategy,
593330,Adventure,Indie,
1399850,Casual,Indie,RPG
455990,Action,Indie,Racing
824520,Nudity,Adventure,Casual
1469800,Indie,,
529870,Strategy,,
691540,Action,Free to Play,
564230,Simulation,Sports,
456670,Action,Indie,RPG
428340,Animation & Modeling,Design & Illustration,Video Production
2007000,Action,Adventure,Indie
1165600,Indie,,
1950240,Action,Adventure,
1849800,Action,Indie,
1281980,Indie,,
1819780,Action,Adventure,Indie
287900,Simulation,,
880800,Indie,,
666910,Action,Adventure,Indie
917050,Casual,Indie,
609920,Action,Indie,Racing
1419870,Indie,RPG,
448080,Casual,Indie,Strategy
2010550,Others,,
32390,Action,,
527250,Indie,Simulation,Strategy
1929360,Adventure,Casual,Indie
879580,Indie,Sports,Early Access
1153070,Casual,Indie,
600670,Indie,Early Access,
894960,Action,Indie,Early Access
1807030,Others,,
1631190,Action,Casual,Indie
881510,Action,,
1775510,Action,Adventure,Casual
1180420,Casual,Indie,Strategy
1853720,Casual,Indie,
1484700,Others,,
1364500,Action,Indie,Racing
284160,Racing,Simulation,Early Access
295490,Action,Adventure,Casual
686000,Casual,Indie,Strategy
1672840,Indie,,
1861620,Adventure,Casual,Free to Play
1595030,Adventure,Casual,Indie
345140,Adventure,Indie,
95300,Action,Indie,
1751230,Adventure,Indie,RPG
330460,Action,Adventure,Indie
322580,Adventure,Casual,Indie
701470,Action,Indie,
1512610,Casual,Indie,
501420,Casual,Indie,Simulation
1213650,Action,Indie,
665920,Casual,Early Access,
1639610,Casual,,
1163870,Action,Indie,
1296550,Action,Casual,
1640000,Casual,Indie,Strategy
1950710,Casual,,
660170,Indie,Simulation,Strategy
1570850,Action,Adventure,Indie
645700,Nudity,Utilities,
384100,Action,Indie,
1861110,Action,Casual,Free to Play
471270,Action,Casual,Indie
1858070,Indie,,
1156510,Adventure,RPG,
262210,Action,Adventure,Casual
602520,Casual,Indie,
1352560,Adventure,Casual,Indie
1793060,Action,Adventure,Free to Play
1183410,Indie,Simulation,
847260,Others,,
329040,Action,Adventure,Indie
588980,Casual,Indie,Simulation
925340,Indie,Simulation,
774511,Action,RPG,Strategy
1911250,Indie,Simulation,Early Access
596470,Adventure,Free to Play,Indie
376760,Casual,,
1492330,Others,,
42170,Action,Adventure,Indie
1867810,Strategy,,
454420,Action,Casual,Indie
816670,Action,Indie,
979500,Action,Casual,Indie
1350280,Action,Indie,Massively Multiplayer
1890810,Adventure,Casual,Indie
293180,Action,Adventure,Indie
1481460,Others,,
764570,Casual,Indie,Simulation
42940,Strategy,,
792370,Adventure,Indie,
606270,Casual,,
700100,Action,Adventure,Casual
1009030,Casual,Indie,Strategy
1267230,Action,Adventure,Casual
1150900,Casual,,
1157020,Action,Adventure,Casual
1319420,Adventure,Indie,
837280,Action,Adventure,Indie
204220,Adventure,Casual,Indie
914450,Free to Play,Strategy,
239120,RPG,,
1768810,Action,Massively Multiplayer,RPG
307620,Action,Indie,
1145530,Casual,Indie,RPG
326060,Adventure,Casual,Indie
1977900,Action,Adventure,Casual
306440,Action,Adventure,Indie
1047810,Action,Adventure,Casual
555080,Simulation,,
621880,Action,Free to Play,Massively Multiplayer
1652930,Others,,
550650,Action,Free to Play,
349320,Adventure,Indie,
636480,Action,Indie,Early Access
1909080,Casual,Indie,
887520,Action,,
1382200,Adventure,Free to Play,Indie
386560,Action,Indie,
1660300,Sports,,
1356880,Casual,Indie,
383780,Adventure,,
35320,Racing,,
261470,Simulation,Strategy,
786680,Action,Free to Play,Indie
653870,Action,Indie,
1218300,Action,Adventure,Casual
432950,Gore,Action,Adventure
1509510,Simulation,Strategy,Early Access
966670,Adventure,Casual,Indie
964110,Casual,Indie,Strategy
1458560,Adventure,Indie,
964960,Action,Casual,Free to Play
7760,Strategy,,
1370940,RPG,Strategy,Early Access
331440,Action,Adventure,Indie
636590,Casual,Simulation,
767050,Indie,,
805040,Adventure,Casual,
1852880,Others,,
1116290,Adventure,Indie,
1491980,Action,Adventure,Indie
394770,Indie,,
1406690,Casual,Simulation,
903830,Casual,Indie,Simulation
816400,Action,Adventure,Indie
877340,Action,Adventure,Indie
1436980,Casual,Indie,Simulation
1316520,Casual,Free to Play,
452860,Action,Casual,Indie
1004050,Action,,
1407210,Adventure,Early Access,
1382630,Casual,Indie,Early Access
1046030,Casual,Indie,Strategy
1786590,Action,Adventure,Indie
356550,Adventure,Casual,Indie
348440,Indie,,
1291100,Action,Adventure,Indie
293860,Adventure,Casual,Indie
677160,Adventure,Casual,Indie
500190,Strategy,,
1629480,Action,Indie,
638990,Adventure,Indie,Early Access
1304100,Adventure,Indie,
1507190,Adventure,Casual,Indie
1044490,Adventure,Indie,
1667270,Action,Adventure,Indie
1265080,Action,Casual,Indie
588560,Action,Indie,
785110,Casual,Indie,
13560,Action,,
1263780,Action,Adventure,Casual
1860080,Others,,
1128150,Indie,,
1622660,Action,Free to Play,
2013230,Others,,
1234940,Casual,Indie,RPG
1530920,Massively Multiplayer,Simulation,
678760,Adventure,,
1629320,Adventure,Casual,Indie
644010,Casual,Indie,Racing
1288300,Action,Adventure,Indie
2061580,Action,Adventure,Free to Play
978010,RPG,,
1212470,Casual,Indie,
1132220,Action,,
349690,Action,Indie,
485500,Action,Indie,
1011510,Free to Play,RPG,Strategy
1579850,Action,Adventure,Casual
2065240,Casual,Indie,Simulation
1890710,Action,Adventure,Indie
706560,Indie,RPG,
679960,Indie,,
353330,Indie,,
517300,Casual,Simulation,
1184720,Adventure,Indie,
483680,Casual,Free to Play,Simulation
921660,Action,Adventure,Casual
521920,Action,Casual,Indie
752810,Adventure,Indie,RPG
949570,Casual,Indie,
1448320,Action,Adventure,Indie
1739070,Action,Casual,Indie
894160,Action,Casual,Indie
1090690,Indie,,
542910,Indie,Strategy,Early Access
1680900,Adventure,Casual,Indie
1691210,Others,,
1807250,Adventure,Casual,Indie
1247160,Action,Casual,Indie
1674470,Action,Adventure,Free to Play
352360,Adventure,Indie,Early Access
462070,Strategy,,
1113950,Casual,Indie,
434390,Action,Adventure,Indie
1179220,Action,Indie,Early Access
1739240,Others,,
838840,Action,Indie,
998730,Casual,Indie,Strategy
31800,Adventure,,
1722440,Action,Adventure,Casual
1262120,Action,Casual,
1774960,Casual,Indie,RPG
487590,Casual,,
485340,Adventure,Casual,Indie
1516490,Casual,Indie,Simulation
681990,Casual,Indie,Strategy
1996930,Casual,Free to Play,
1260700,Adventure,Casual,Indie
1552830,Adventure,Casual,Indie
1272240,Action,Indie,
1516250,Action,Indie,
1814870,RPG,,
250260,Adventure,Indie,
1141990,Action,Indie,Simulation
896940,Action,Indie,
7020,Action,,
1744650,Indie,RPG,
1935630,Action,Casual,Massively Multiplayer
801340,Casual,RPG,Simulation
483490,Action,Indie,
1997790,Indie,,
987210,Adventure,Indie,RPG
373620,Action,Indie,
433210,Indie,RPG,Strategy
568460,Adventure,Casual,Indie
1803420,Indie,,
1484560,Action,Casual,Indie
2013060,Action,,
410150,Casual,Indie,
1681770,Others,,
1390370,Free to Play,RPG,
453990,Action,Indie,
595780,Action,Adventure,Indie
1088160,Action,Racing,Early Access
1234260,Action,Casual,Indie
1165020,Adventure,Casual,Indie
1905900,Action,Free to Play,Indie
1506820,RPG,,
835600,Action,Indie,Massively Multiplayer
981010,Adventure,Indie,Early Access
1624870,Casual,,
1574700,Casual,Free to Play,Indie
1828100,Indie,Simulation,
1264730,Action,Casual,Indie
525760,Action,Indie,Racing
1890290,Others,,
1744450,Adventure,Casual,Indie
518620,Action,Indie,
545040,Adventure,Casual,Indie
645940,Casual,,
80,Action,,
1257660,Action,Indie,
343860,Adventure,Indie,
527770,Casual,Indie,
1246170,Action,Adventure,Indie
801250,Indie,,
974320,Casual,Indie,Strategy
1543030,Action,Adventure,RPG
210950,Action,Adventure,
1037130,Action,Indie,
403120,Adventure,Casual,Simulation
1437500,Action,,
514820,Action,Casual,
916860,Casual,,
953820,Action,Adventure,Simulation
556140,Casual,,
806990,Action,Casual,Indie
1343480,Racing,Simulation,Sports
705860,Casual,Early Access,
467940,Indie,,
1975120,Adventure,Free to Play,Indie
1368120,Casual,Simulation,Early Access
424760,Action,,
1713450,Adventure,Casual,Indie
351450,Action,Casual,Indie
1035550,Action,Free to Play,Indie
12520,Racing,,
788930,Action,Casual,Indie
588990,Action,Adventure,Indie
1491400,Action,Indie,
1799890,Action,,
980160,Action,Free to Play,Indie
1570050,Action,Adventure,Casual
427970,Action,Indie,Strategy
1261530,Action,Indie,
1542450,Adventure,Casual,Indie
1735120,Action,Indie,Strategy
661070,Casual,Indie,
1163560,Action,Adventure,Indie
841270,Adventure,Indie,
403040,Utilities,,
540740,Simulation,,
1103970,Casual,Indie,Simulation
954530,Indie,,
96900,Action,Indie,Strategy
1097580,Adventure,Indie,Simulation
914900,Action,Adventure,Casual
989010,Adventure,Casual,Simulation
1156470,Action,Casual,Indie
933300,RPG,,
1168530,Adventure,Casual,Indie
1205170,Action,Adventure,Indie
1163550,Action,Casual,RPG
1267770,Casual,Free to Play,Indie
520230,Action,Casual,Indie
1835000,Others,,
354960,Action,Adventure,Indie
610750,Adventure,Casual,Indie
1623620,Action,Adventure,Free to Play
683240,Action,Casual,RPG
1240370,Action,Casual,Indie
1798690,Casual,Indie,Simulation
350640,Action,Adventure,
1298000,Adventure,Casual,Indie
386600,Action,Free to Play,Indie
1112950,Adventure,Casual,Indie
985600,Action,Adventure,Indie
446330,Adventure,Indie,RPG
1935410,Casual,Indie,Racing
312980,Simulation,Strategy,
1016430,Indie,,
1659800,Casual,Indie,
1128370,Casual,Indie,Simulation
1233230,Casual,Indie,Simulation
355490,Indie,Strategy,Early Access
718990,Action,Simulation,Strategy
2062150,Action,Casual,Indie
1740000,Action,Adventure,Casual
518680,Action,Casual,Indie
2020630,Casual,Indie,
318090,Casual,Indie,Strategy
780850,Casual,Indie,
509260,Action,Adventure,Casual
657280,Audio Production,Utilities,Early Access
603400,Action,Adventure,Indie
1367770,Indie,Simulation,
1817910,Free to Play,Massively Multiplayer,RPG
559030,Adventure,Casual,Indie
1845370,Action,Indie,Sports
469920,Indie,Massively Multiplayer,RPG
411550,Adventure,Casual,Simulation
1324860,Free to Play,Indie,
1375440,Adventure,Indie,Early Access
1925240,Others,,
1391020,Adventure,Casual,Indie
1460650,Adventure,Indie,RPG
479990,Action,Indie,RPG
1441760,Adventure,Casual,Indie
1256650,Action,Casual,Indie
600280,Indie,Simulation,Strategy
277110,Adventure,Casual,
1549200,Casual,Indie,
644160,Action,Adventure,Indie
978380,Action,Casual,Indie
1346600,Adventure,,
592640,Action,Adventure,Casual
773150,Action,Casual,Indie
1393210,Action,Adventure,Indie
1299360,Action,Indie,
1022650,Adventure,Casual,Indie
1324010,Adventure,,
236850,Simulation,Strategy,
568040,Action,Indie,
894110,Adventure,Casual,Indie
1412250,Casual,Indie,
318570,Indie,Strategy,
1267170,Action,Adventure,Indie
745380,Casual,Indie,
680420,Action,Adventure,RPG
1287140,Indie,RPG,
236090,Action,Adventure,Indie
38600,Casual,Indie,RPG
340330,Adventure,Indie,RPG
1932220,Casual,,
1225780,Adventure,Casual,Indie
1414180,Indie,Simulation,Strategy
571890,Animation & Modeling,Design & Illustration,Early Access
798140,Action,Casual,Indie
566440,Action,Strategy,
1746500,Casual,Indie,
673430,Casual,Free to Play,
1904690,Animation & Modeling,Design & Illustration,Photo Editing
1268100,Action,Adventure,Casual
1987040,Action,Adventure,Indie
1931680,Casual,Indie,
673910,Indie,RPG,Simulation
423880,Casual,Free to Play,Indie
1736310,Casual,Indie,
912450,Adventure,,
315450,Adventure,Indie,
501210,Adventure,Casual,Indie
2023640,Action,Adventure,Casual
1287260,Adventure,Casual,Indie
1612550,Adventure,Casual,
490450,Action,Adventure,Indie
1432320,Action,Racing,Simulation
1074310,Action,Casual,Indie
1868840,Action,Indie,RPG
810460,Action,Adventure,Indie
1866610,Action,Racing,Sports
1580210,Casual,Indie,
1260960,Free to Play,Indie,Simulation
1616690,Action,Indie,
1265110,Adventure,Indie,
1452280,Action,,
1953410,RPG,,
762180,Action,Adventure,Casual
1409670,Others,,
1878770,Adventure,Indie,Strategy
798490,Indie,Strategy,
514090,Casual,Simulation,
1787320,Action,Adventure,Indie
865850,Action,Adventure,Indie
497880,Casual,Indie,Strategy
2054050,Action,Adventure,Indie
1479390,Adventure,Indie,
1201910,Action,Adventure,Casual
671620,Violent,Gore,Action
792030,Casual,Indie,
517470,Casual,Indie,
1606920,Simulation,,
1035880,Indie,,
1734820,Animation & Modeling,Design & Illustration,Utilities
1206260,Adventure,Indie,
1334900,Action,Casual,Indie
1336560,Free to Play,Indie,Massively Multiplayer
1842900,Adventure,Indie,
774051,Action,Adventure,Casual
405960,Action,Indie,RPG
1583610,Action,Indie,RPG
1899010,Indie,,
1059470,Action,Adventure,Indie
1077030,Adventure,Early Access,
986800,Casual,Indie,
1577350,Action,Adventure,Indie
410490,Action,Massively Multiplayer,RPG
533090,Adventure,Casual,
1042820,Adventure,Indie,
1383450,Adventure,Casual,Indie
292400,Adventure,Indie,RPG
